,Frame_Name,Person,Camera_Angle,Frame_Number,Position
322,tom_DTL_1_frame50.jpg,tom_DTL_1,FO,frame50,P7
323,tom_DTL_1_frame51.jpg,tom_DTL_1,FO,frame51,P7
324,grant_DTL_1_frame324.jpg,grant_DTL_1,FO,frame324,P7
326,grant_DTL_1_frame328.jpg,grant_DTL_1,FO,frame328,P7
327,grant_DTL_1_frame330.jpg,grant_DTL_1,FO,frame330,P7
328,grant_DTL_1_frame332.jpg,grant_DTL_1,FO,frame332,P7
329,grant_DTL_1_frame334.jpg,grant_DTL_1,FO,frame334,P7
330,grant_DTL_1_frame336.jpg,grant_DTL_1,FO,frame336,P7
331,grant_DTL_1_frame338.jpg,grant_DTL_1,FO,frame338,P7
332,grant_DTL_1_frame340.jpg,grant_DTL_1,FO,frame340,P7
333,grant_DTL_1_frame344.jpg,grant_DTL_1,FO,frame344,P7
335,rob_DTL_1_frame924.jpg,rob_DTL_1,FO,frame924,P7
336,rob_DTL_1_frame925.jpg,rob_DTL_1,FO,frame925,P7
337,rob_DTL_1_frame926.jpg,rob_DTL_1,FO,frame926,P7
338,rob_DTL_1_frame927.jpg,rob_DTL_1,FO,frame927,P7
339,rob_DTL_1_frame928.jpg,rob_DTL_1,FO,frame928,P7
340,rob_DTL_1_frame929.jpg,rob_DTL_1,FO,frame929,P7
341,rob_DTL_1_frame930.jpg,rob_DTL_1,FO,frame930,P7
342,rob_DTL_1_frame931.jpg,rob_DTL_1,FO,frame931,P7
343,rob_DTL_3_frame33.jpg,rob_DTL_3,FO,frame33,P8
344,rob_DTL_3_frame34.jpg,rob_DTL_3,FO,frame34,P8
345,eric_DTL_1_frame35.jpg,eric_DTL_1,FO,frame35,P8
346,rob_DTL_3_frame35.jpg,rob_DTL_3,FO,frame35,P8
347,tom_DTL_2_frame40.jpg,tom_DTL_2,FO,frame40,P8
348,random_1_frame41.jpg,random_1,FO,frame41,P8
349,tom_DTL_2_frame41.jpg,tom_DTL_2,FO,frame41,P8
351,rob_DTL_2_frame48.jpg,rob_DTL_2,FO,frame48,P8
352,rob_DTL_2_frame49.jpg,rob_DTL_2,FO,frame49,P8
353,tom_DTL_1_frame51.jpg,tom_DTL_1,FO,frame51,P7
354,grant_DTL_1_frame344.jpg,grant_DTL_1,FO,frame344,P7
355,grant_DTL_1_frame346.jpg,grant_DTL_1,FO,frame346,P8
356,grant_DTL_1_frame348.jpg,grant_DTL_1,FO,frame348,P8
357,grant_DTL_1_frame350.jpg,grant_DTL_1,FO,frame350,P8
358,grant_DTL_1_frame352.jpg,grant_DTL_1,FO,frame352,P8
359,grant_DTL_1_frame354.jpg,grant_DTL_1,FO,frame354,P8
360,grant_DTL_1_frame356.jpg,grant_DTL_1,FO,frame356,P8
361,grant_DTL_1_frame358.jpg,grant_DTL_1,FO,frame358,P8
362,grant_DTL_1_frame362.jpg,grant_DTL_1,FO,frame362,P8
363,rob_DTL_1_frame932.jpg,rob_DTL_1,FO,frame932,P8
364,rob_DTL_1_frame933.jpg,rob_DTL_1,FO,frame933,P8
365,rob_DTL_1_frame934.jpg,rob_DTL_1,FO,frame934,P8
366,rob_DTL_1_frame935.jpg,rob_DTL_1,FO,frame935,P8
367,rob_DTL_1_frame936.jpg,rob_DTL_1,FO,frame936,P8
368,rob_DTL_1_frame937.jpg,rob_DTL_1,FO,frame937,P8
369,rob_DTL_1_frame938.jpg,rob_DTL_1,FO,frame938,P8
370,rob_DTL_1_frame939.jpg,rob_DTL_1,FO,frame939,P8
371,eric_DTL_1_frame36.jpg,eric_DTL_1,FO,frame36,P9
372,rob_DTL_3_frame36.jpg,rob_DTL_3,FO,frame36,P9
373,eric_DTL_1_frame37.jpg,eric_DTL_1,FO,frame37,P9
374,eric_DTL_1_frame38.jpg,eric_DTL_1,FO,frame38,P9
375,rob_DTL_3_frame38.jpg,rob_DTL_3,FO,frame38,P9
376,tom_DTL_2_frame42.jpg,tom_DTL_2,FO,frame42,P9
378,tom_DTL_2_frame43.jpg,tom_DTL_2,FO,frame43,P9
379,random_1_frame44.jpg,random_1,FO,frame44,P9
380,tom_DTL_2_frame44.jpg,tom_DTL_2,FO,frame44,P9
381,random_1_frame45.jpg,random_1,FO,frame45,P9
382,tom_DTL_2_frame45.jpg,tom_DTL_2,FO,frame45,P9
383,rob_DTL_2_frame50.jpg,rob_DTL_2,FO,frame50,P9
384,rob_DTL_2_frame51.jpg,rob_DTL_2,FO,frame51,P9
385,rob_DTL_2_frame52.jpg,rob_DTL_2,FO,frame52,P9
386,tom_DTL_1_frame52.jpg,tom_DTL_1,FO,frame52,P9
388,tom_DTL_1_frame54.jpg,tom_DTL_1,FO,frame54,P9
389,tom_DTL_1_frame55.jpg,tom_DTL_1,FO,frame55,P9
390,tom_DTL_1_frame56.jpg,tom_DTL_1,FO,frame56,P9
391,tom_DTL_1_frame57.jpg,tom_DTL_1,FO,frame57,P9
392,grant_DTL_1_frame366.jpg,grant_DTL_1,FO,frame366,P9
393,grant_DTL_1_frame368.jpg,grant_DTL_1,FO,frame368,P9
394,grant_DTL_1_frame370.jpg,grant_DTL_1,FO,frame370,P9
395,grant_DTL_1_frame372.jpg,grant_DTL_1,FO,frame372,P9
396,grant_DTL_1_frame374.jpg,grant_DTL_1,FO,frame374,P9
397,grant_DTL_1_frame376.jpg,grant_DTL_1,FO,frame376,P9
398,grant_DTL_1_frame378.jpg,grant_DTL_1,FO,frame378,P9
399,grant_DTL_1_frame380.jpg,grant_DTL_1,FO,frame380,P9
400,grant_DTL_1_frame384.jpg,grant_DTL_1,FO,frame384,P9
402,rob_DTL_1_frame941.jpg,rob_DTL_1,FO,frame941,P9
403,rob_DTL_1_frame942.jpg,rob_DTL_1,FO,frame942,P9
404,rob_DTL_1_frame943.jpg,rob_DTL_1,FO,frame943,P9
405,rob_DTL_1_frame944.jpg,rob_DTL_1,FO,frame944,P9
406,rob_DTL_1_frame945.jpg,rob_DTL_1,FO,frame945,P9
407,rob_DTL_1_frame946.jpg,rob_DTL_1,FO,frame946,P9
408,rob_DTL_1_frame947.jpg,rob_DTL_1,FO,frame947,P9
