filename,golfer_name,label
eric_DTL_1_frame43.jpg,eric_DTL_1,P10
eric_DTL_1_frame44.jpg,eric_DTL_1,P10
eric_DTL_1_frame45.jpg,eric_DTL_1,P10
grant_DTL_1_frame392.jpg,grant_DTL_1,P10
grant_DTL_1_frame396.jpg,grant_DTL_1,P10
grant_DTL_1_frame398.jpg,grant_DTL_1,P10
grant_DTL_1_frame405.jpg,grant_DTL_1,P10
grant_DTL_1_frame433.jpg,grant_DTL_1,P10
grant_DTL_1_frame451.jpg,grant_DTL_1,P10
grant_DTL_1_frame467.jpg,grant_DTL_1,P10
grant_DTL_1_frame477.jpg,grant_DTL_1,P10
grant_DTL_1_frame503.jpg,grant_DTL_1,P10
random_1_frame46.jpg,random_1,P10
random_1_frame47.jpg,random_1,P10
random_1_frame48.jpg,random_1,P10
random_1_frame49.jpg,random_1,P10
rob_DTL_1_frame949.jpg,rob_DTL_1,P10
rob_DTL_1_frame951.jpg,rob_DTL_1,P10
rob_DTL_1_frame953.jpg,rob_DTL_1,P10
rob_DTL_1_frame955.jpg,rob_DTL_1,P10
rob_DTL_1_frame957.jpg,rob_DTL_1,P10
rob_DTL_1_frame959.jpg,rob_DTL_1,P10
rob_DTL_1_frame961.jpg,rob_DTL_1,P10
rob_DTL_1_frame963.jpg,rob_DTL_1,P10
rob_DTL_1_frame965.jpg,rob_DTL_1,P10
rob_DTL_2_frame53.jpg,rob_DTL_2,P10
rob_DTL_3_frame40.jpg,rob_DTL_3,P10
rob_DTL_3_frame41.jpg,rob_DTL_3,P10
rob_DTL_3_frame42.jpg,rob_DTL_3,P10
rob_DTL_3_frame44.jpg,rob_DTL_3,P10
rob_DTL_3_frame47.jpg,rob_DTL_3,P10
rob_DTL_3_frame48.jpg,rob_DTL_3,P10
tom_DTL_1_frame59.jpg,tom_DTL_1,P10
tom_DTL_1_frame60.jpg,tom_DTL_1,P10
tom_DTL_1_frame61.jpg,tom_DTL_1,P10
tom_DTL_1_frame62.jpg,tom_DTL_1,P10
tom_DTL_1_frame63.jpg,tom_DTL_1,P10
tom_DTL_1_frame64.jpg,tom_DTL_1,P10
tom_DTL_2_frame46.jpg,tom_DTL_2,P10
tom_DTL_2_frame47.jpg,tom_DTL_2,P10
tom_DTL_2_frame48.jpg,tom_DTL_2,P10
tom_DTL_2_frame49.jpg,tom_DTL_2,P10
tom_DTL_2_frame50.jpg,tom_DTL_2,P10
eric_DTL_1_frame10.jpg,eric_DTL_1,P2
eric_DTL_1_frame11.jpg,eric_DTL_1,P2
eric_DTL_1_frame12.jpg,eric_DTL_1,P2
eric_DTL_1_frame13.jpg,eric_DTL_1,P2
eric_DTL_1_frame7.jpg,eric_DTL_1,P2
eric_DTL_1_frame8.jpg,eric_DTL_1,P2
eric_DTL_1_frame9.jpg,eric_DTL_1,P2
grant_DTL_1_frame142.jpg,grant_DTL_1,P2
grant_DTL_1_frame146.jpg,grant_DTL_1,P2
grant_DTL_1_frame150.jpg,grant_DTL_1,P2
grant_DTL_1_frame156.jpg,grant_DTL_1,P2
grant_DTL_1_frame160.jpg,grant_DTL_1,P2
grant_DTL_1_frame162.jpg,grant_DTL_1,P2
grant_DTL_1_frame166.jpg,grant_DTL_1,P2
grant_DTL_1_frame168.jpg,grant_DTL_1,P2
random_1_frame15.jpg,random_1,P2
random_1_frame16.jpg,random_1,P2
random_1_frame17.jpg,random_1,P2
random_1_frame18.jpg,random_1,P2
random_1_frame19.jpg,random_1,P2
random_1_frame20.jpg,random_1,P2
random_1_frame21.jpg,random_1,P2
random_1_frame22.jpg,random_1,P2
rob_DTL_1_frame817.jpg,rob_DTL_1,P2
rob_DTL_1_frame819.jpg,rob_DTL_1,P2
rob_DTL_1_frame821.jpg,rob_DTL_1,P2
rob_DTL_1_frame823.jpg,rob_DTL_1,P2
rob_DTL_1_frame825.jpg,rob_DTL_1,P2
rob_DTL_1_frame827.jpg,rob_DTL_1,P2
rob_DTL_1_frame829.jpg,rob_DTL_1,P2
rob_DTL_1_frame831.jpg,rob_DTL_1,P2
rob_DTL_2_frame25.jpg,rob_DTL_2,P2
rob_DTL_2_frame26.jpg,rob_DTL_2,P2
rob_DTL_2_frame27.jpg,rob_DTL_2,P2
rob_DTL_2_frame28.jpg,rob_DTL_2,P2
rob_DTL_3_frame10.jpg,rob_DTL_3,P2
rob_DTL_3_frame11.jpg,rob_DTL_3,P2
rob_DTL_3_frame12.jpg,rob_DTL_3,P2
tom_DTL_1_frame24.jpg,tom_DTL_1,P2
tom_DTL_1_frame25.jpg,tom_DTL_1,P2
tom_DTL_1_frame26.jpg,tom_DTL_1,P2
tom_DTL_1_frame27.jpg,tom_DTL_1,P2
tom_DTL_1_frame28.jpg,tom_DTL_1,P2
tom_DTL_1_frame29.jpg,tom_DTL_1,P2
tom_DTL_1_frame30.jpg,tom_DTL_1,P2
tom_DTL_1_frame31.jpg,tom_DTL_1,P2
tom_DTL_2_frame13.jpg,tom_DTL_2,P2
tom_DTL_2_frame14.jpg,tom_DTL_2,P2
tom_DTL_2_frame15.jpg,tom_DTL_2,P2
tom_DTL_2_frame16.jpg,tom_DTL_2,P2
tom_DTL_2_frame17.jpg,tom_DTL_2,P2
tom_DTL_2_frame18.jpg,tom_DTL_2,P2
eric_DTL_1_frame14.jpg,eric_DTL_1,P3
eric_DTL_1_frame15.jpg,eric_DTL_1,P3
eric_DTL_1_frame16.jpg,eric_DTL_1,P3
eric_DTL_1_frame17.jpg,eric_DTL_1,P3
eric_DTL_1_frame18.jpg,eric_DTL_1,P3
eric_DTL_1_frame19.jpg,eric_DTL_1,P3
eric_DTL_1_frame20.jpg,eric_DTL_1,P3
grant_DTL_1_frame176.jpg,grant_DTL_1,P3
grant_DTL_1_frame180.jpg,grant_DTL_1,P3
grant_DTL_1_frame184.jpg,grant_DTL_1,P3
grant_DTL_1_frame190.jpg,grant_DTL_1,P3
grant_DTL_1_frame194.jpg,grant_DTL_1,P3
grant_DTL_1_frame200.jpg,grant_DTL_1,P3
grant_DTL_1_frame204.jpg,grant_DTL_1,P3
grant_DTL_1_frame207.jpg,grant_DTL_1,P3
random_1_frame23.jpg,random_1,P3
random_1_frame24.jpg,random_1,P3
random_1_frame25.jpg,random_1,P3
random_1_frame26.jpg,random_1,P3
rob_DTL_1_frame835.jpg,rob_DTL_1,P3
rob_DTL_1_frame837.jpg,rob_DTL_1,P3
rob_DTL_1_frame841.jpg,rob_DTL_1,P3
rob_DTL_1_frame843.jpg,rob_DTL_1,P3
rob_DTL_1_frame847.jpg,rob_DTL_1,P3
rob_DTL_1_frame851.jpg,rob_DTL_1,P3
rob_DTL_1_frame853.jpg,rob_DTL_1,P3
rob_DTL_1_frame855.jpg,rob_DTL_1,P3
rob_DTL_2_frame29.jpg,rob_DTL_2,P3
rob_DTL_2_frame30.jpg,rob_DTL_2,P3
rob_DTL_2_frame31.jpg,rob_DTL_2,P3
rob_DTL_2_frame32.jpg,rob_DTL_2,P3
rob_DTL_2_frame33.jpg,rob_DTL_2,P3
rob_DTL_2_frame34.jpg,rob_DTL_2,P3
rob_DTL_3_frame15.jpg,rob_DTL_3,P3
rob_DTL_3_frame16.jpg,rob_DTL_3,P3
rob_DTL_3_frame17.jpg,rob_DTL_3,P3
rob_DTL_3_frame18.jpg,rob_DTL_3,P3
tom_DTL_1_frame32.jpg,tom_DTL_1,P3
tom_DTL_1_frame33.jpg,tom_DTL_1,P3
tom_DTL_1_frame34.jpg,tom_DTL_1,P3
tom_DTL_1_frame35.jpg,tom_DTL_1,P3
tom_DTL_1_frame36.jpg,tom_DTL_1,P3
tom_DTL_1_frame37.jpg,tom_DTL_1,P3
tom_DTL_1_frame38.jpg,tom_DTL_1,P3
tom_DTL_1_frame39.jpg,tom_DTL_1,P3
tom_DTL_2_frame19.jpg,tom_DTL_2,P3
tom_DTL_2_frame20.jpg,tom_DTL_2,P3
tom_DTL_2_frame21.jpg,tom_DTL_2,P3
tom_DTL_2_frame22.jpg,tom_DTL_2,P3
tom_DTL_2_frame23.jpg,tom_DTL_2,P3
tom_DTL_2_frame24.jpg,tom_DTL_2,P3
tom_DTL_2_frame25.jpg,tom_DTL_2,P3
eric_DTL_1_frame21.jpg,eric_DTL_1,P4
eric_DTL_1_frame22.jpg,eric_DTL_1,P4
eric_DTL_1_frame23.jpg,eric_DTL_1,P4
eric_DTL_1_frame24.jpg,eric_DTL_1,P4
eric_DTL_1_frame25.jpg,eric_DTL_1,P4
eric_DTL_1_frame26.jpg,eric_DTL_1,P4
eric_DTL_1_frame27.jpg,eric_DTL_1,P4
grant_DTL_1_frame208.jpg,grant_DTL_1,P4
grant_DTL_1_frame220.jpg,grant_DTL_1,P4
grant_DTL_1_frame226.jpg,grant_DTL_1,P4
grant_DTL_1_frame262.jpg,grant_DTL_1,P4
grant_DTL_1_frame282.jpg,grant_DTL_1,P4
grant_DTL_1_frame284.jpg,grant_DTL_1,P4
random_1_frame27.jpg,random_1,P4
random_1_frame28.jpg,random_1,P4
random_1_frame29.jpg,random_1,P4
random_1_frame31.jpg,random_1,P4
random_1_frame32.jpg,random_1,P4
random_1_frame33.jpg,random_1,P4
rob_DTL_1_frame859.jpg,rob_DTL_1,P4
rob_DTL_1_frame867.jpg,rob_DTL_1,P4
rob_DTL_1_frame871.jpg,rob_DTL_1,P4
rob_DTL_1_frame879.jpg,rob_DTL_1,P4
rob_DTL_1_frame891.jpg,rob_DTL_1,P4
rob_DTL_1_frame895.jpg,rob_DTL_1,P4
rob_DTL_2_frame35.jpg,rob_DTL_2,P4
rob_DTL_2_frame36.jpg,rob_DTL_2,P4
rob_DTL_2_frame37.jpg,rob_DTL_2,P4
rob_DTL_2_frame38.jpg,rob_DTL_2,P4
rob_DTL_2_frame39.jpg,rob_DTL_2,P4
rob_DTL_2_frame40.jpg,rob_DTL_2,P4
rob_DTL_3_frame21.jpg,rob_DTL_3,P4
rob_DTL_3_frame22.jpg,rob_DTL_3,P4
rob_DTL_3_frame23.jpg,rob_DTL_3,P4
rob_DTL_3_frame24.jpg,rob_DTL_3,P4
tom_DTL_1_frame40.jpg,tom_DTL_1,P4
tom_DTL_1_frame41.jpg,tom_DTL_1,P4
tom_DTL_1_frame42.jpg,tom_DTL_1,P4
tom_DTL_1_frame43.jpg,tom_DTL_1,P4
tom_DTL_1_frame44.jpg,tom_DTL_1,P4
tom_DTL_1_frame45.jpg,tom_DTL_1,P4
tom_DTL_2_frame26.jpg,tom_DTL_2,P4
tom_DTL_2_frame27.jpg,tom_DTL_2,P4
tom_DTL_2_frame28.jpg,tom_DTL_2,P4
tom_DTL_2_frame29.jpg,tom_DTL_2,P4
tom_DTL_2_frame30.jpg,tom_DTL_2,P4
tom_DTL_2_frame31.jpg,tom_DTL_2,P4
tom_DTL_2_frame32.jpg,tom_DTL_2,P4
eric_DTL_1_frame28.jpg,eric_DTL_1,P5
eric_DTL_1_frame29.jpg,eric_DTL_1,P5
eric_DTL_1_frame30.jpg,eric_DTL_1,P5
eric_DTL_1_frame31.jpg,eric_DTL_1,P5
grant_DTL_1_frame286.jpg,grant_DTL_1,P5
grant_DTL_1_frame290.jpg,grant_DTL_1,P5
grant_DTL_1_frame296.jpg,grant_DTL_1,P5
grant_DTL_1_frame300.jpg,grant_DTL_1,P5
grant_DTL_1_frame304.jpg,grant_DTL_1,P5
grant_DTL_1_frame308.jpg,grant_DTL_1,P5
grant_DTL_1_frame310.jpg,grant_DTL_1,P5
random_1_frame34.jpg,random_1,P5
random_1_frame35.jpg,random_1,P5
random_1_frame36.jpg,random_1,P5
rob_DTL_1_frame901.jpg,rob_DTL_1,P5
rob_DTL_1_frame903.jpg,rob_DTL_1,P5
rob_DTL_1_frame905.jpg,rob_DTL_1,P5
rob_DTL_1_frame907.jpg,rob_DTL_1,P5
rob_DTL_1_frame909.jpg,rob_DTL_1,P5
rob_DTL_1_frame911.jpg,rob_DTL_1,P5
rob_DTL_1_frame913.jpg,rob_DTL_1,P5
rob_DTL_1_frame915.jpg,rob_DTL_1,P5
rob_DTL_2_frame41.jpg,rob_DTL_2,P5
rob_DTL_2_frame42.jpg,rob_DTL_2,P5
rob_DTL_2_frame43.jpg,rob_DTL_2,P5
rob_DTL_3_frame27.jpg,rob_DTL_3,P5
rob_DTL_3_frame28.jpg,rob_DTL_3,P5
rob_DTL_3_frame29.jpg,rob_DTL_3,P5
tom_DTL_1_frame46.jpg,tom_DTL_1,P5
tom_DTL_1_frame47.jpg,tom_DTL_1,P5
tom_DTL_1_frame48.jpg,tom_DTL_1,P5
tom_DTL_2_frame33.jpg,tom_DTL_2,P5
tom_DTL_2_frame34.jpg,tom_DTL_2,P5
tom_DTL_2_frame35.jpg,tom_DTL_2,P5
eric_DTL_1_frame32.jpg,eric_DTL_1,P6
grant_DTL_1_frame314.jpg,grant_DTL_1,P6
grant_DTL_1_frame315.jpg,grant_DTL_1,P6
grant_DTL_1_frame316.jpg,grant_DTL_1,P6
grant_DTL_1_frame317.jpg,grant_DTL_1,P6
grant_DTL_1_frame318.jpg,grant_DTL_1,P6
grant_DTL_1_frame320.jpg,grant_DTL_1,P6
grant_DTL_1_frame321.jpg,grant_DTL_1,P6
grant_DTL_1_frame322.jpg,grant_DTL_1,P6
random_1_frame37.jpg,random_1,P6
rob_DTL_1_frame916.jpg,rob_DTL_1,P6
rob_DTL_1_frame917.jpg,rob_DTL_1,P6
rob_DTL_1_frame918.jpg,rob_DTL_1,P6
rob_DTL_1_frame919.jpg,rob_DTL_1,P6
rob_DTL_1_frame920.jpg,rob_DTL_1,P6
rob_DTL_1_frame921.jpg,rob_DTL_1,P6
rob_DTL_1_frame922.jpg,rob_DTL_1,P6
rob_DTL_2_frame44.jpg,rob_DTL_2,P6
tom_DTL_1_frame49.jpg,tom_DTL_1,P6
tom_DTL_2_frame36.jpg,tom_DTL_2,P6
eric_DTL_1_frame33.jpg,eric_DTL_1,P7
eric_DTL_1_frame34.jpg,eric_DTL_1,P7
grant_DTL_1_frame324.jpg,grant_DTL_1,P7
grant_DTL_1_frame326.jpg,grant_DTL_1,P7
grant_DTL_1_frame328.jpg,grant_DTL_1,P7
grant_DTL_1_frame330.jpg,grant_DTL_1,P7
grant_DTL_1_frame332.jpg,grant_DTL_1,P7
grant_DTL_1_frame334.jpg,grant_DTL_1,P7
grant_DTL_1_frame336.jpg,grant_DTL_1,P7
grant_DTL_1_frame338.jpg,grant_DTL_1,P7
grant_DTL_1_frame340.jpg,grant_DTL_1,P7
grant_DTL_1_frame344.jpg,grant_DTL_1,P7
random_1_frame38.jpg,random_1,P7
random_1_frame39.jpg,random_1,P7
random_1_frame40.jpg,random_1,P7
rob_DTL_1_frame923.jpg,rob_DTL_1,P7
rob_DTL_1_frame924.jpg,rob_DTL_1,P7
rob_DTL_1_frame925.jpg,rob_DTL_1,P7
rob_DTL_1_frame926.jpg,rob_DTL_1,P7
rob_DTL_1_frame927.jpg,rob_DTL_1,P7
rob_DTL_1_frame928.jpg,rob_DTL_1,P7
rob_DTL_1_frame929.jpg,rob_DTL_1,P7
rob_DTL_1_frame930.jpg,rob_DTL_1,P7
rob_DTL_1_frame931.jpg,rob_DTL_1,P7
rob_DTL_2_frame45.jpg,rob_DTL_2,P7
rob_DTL_2_frame46.jpg,rob_DTL_2,P7
rob_DTL_2_frame47.jpg,rob_DTL_2,P7
rob_DTL_3_frame30.jpg,rob_DTL_3,P7
rob_DTL_3_frame32.jpg,rob_DTL_3,P7
tom_DTL_1_frame50.jpg,tom_DTL_1,P7
tom_DTL_1_frame51.jpg,tom_DTL_1,P7
tom_DTL_2_frame37.jpg,tom_DTL_2,P7
tom_DTL_2_frame38.jpg,tom_DTL_2,P7
tom_DTL_2_frame39.jpg,tom_DTL_2,P7
eric_DTL_1_frame35.jpg,eric_DTL_1,P8
grant_DTL_1_frame344.jpg,grant_DTL_1,P8
grant_DTL_1_frame346.jpg,grant_DTL_1,P8
grant_DTL_1_frame348.jpg,grant_DTL_1,P8
grant_DTL_1_frame350.jpg,grant_DTL_1,P8
grant_DTL_1_frame352.jpg,grant_DTL_1,P8
grant_DTL_1_frame354.jpg,grant_DTL_1,P8
grant_DTL_1_frame356.jpg,grant_DTL_1,P8
grant_DTL_1_frame358.jpg,grant_DTL_1,P8
grant_DTL_1_frame362.jpg,grant_DTL_1,P8
random_1_frame41.jpg,random_1,P8
random_1_frame42.jpg,random_1,P8
rob_DTL_1_frame932.jpg,rob_DTL_1,P8
rob_DTL_1_frame933.jpg,rob_DTL_1,P8
rob_DTL_1_frame934.jpg,rob_DTL_1,P8
rob_DTL_1_frame935.jpg,rob_DTL_1,P8
rob_DTL_1_frame936.jpg,rob_DTL_1,P8
rob_DTL_1_frame937.jpg,rob_DTL_1,P8
rob_DTL_1_frame938.jpg,rob_DTL_1,P8
rob_DTL_1_frame939.jpg,rob_DTL_1,P8
rob_DTL_2_frame48.jpg,rob_DTL_2,P8
rob_DTL_2_frame49.jpg,rob_DTL_2,P8
rob_DTL_3_frame33.jpg,rob_DTL_3,P8
rob_DTL_3_frame34.jpg,rob_DTL_3,P8
rob_DTL_3_frame35.jpg,rob_DTL_3,P8
tom_DTL_1_frame51.jpg,tom_DTL_1,P8
tom_DTL_2_frame40.jpg,tom_DTL_2,P8
tom_DTL_2_frame41.jpg,tom_DTL_2,P8
eric_DTL_1_frame36.jpg,eric_DTL_1,P9
eric_DTL_1_frame37.jpg,eric_DTL_1,P9
eric_DTL_1_frame38.jpg,eric_DTL_1,P9
grant_DTL_1_frame366.jpg,grant_DTL_1,P9
grant_DTL_1_frame368.jpg,grant_DTL_1,P9
grant_DTL_1_frame370.jpg,grant_DTL_1,P9
grant_DTL_1_frame372.jpg,grant_DTL_1,P9
grant_DTL_1_frame374.jpg,grant_DTL_1,P9
grant_DTL_1_frame376.jpg,grant_DTL_1,P9
grant_DTL_1_frame378.jpg,grant_DTL_1,P9
grant_DTL_1_frame380.jpg,grant_DTL_1,P9
grant_DTL_1_frame384.jpg,grant_DTL_1,P9
random_1_frame43.jpg,random_1,P9
random_1_frame44.jpg,random_1,P9
random_1_frame45.jpg,random_1,P9
rob_DTL_1_frame940.jpg,rob_DTL_1,P9
rob_DTL_1_frame941.jpg,rob_DTL_1,P9
rob_DTL_1_frame942.jpg,rob_DTL_1,P9
rob_DTL_1_frame943.jpg,rob_DTL_1,P9
rob_DTL_1_frame944.jpg,rob_DTL_1,P9
rob_DTL_1_frame945.jpg,rob_DTL_1,P9
rob_DTL_1_frame946.jpg,rob_DTL_1,P9
rob_DTL_1_frame947.jpg,rob_DTL_1,P9
rob_DTL_2_frame50.jpg,rob_DTL_2,P9
rob_DTL_2_frame51.jpg,rob_DTL_2,P9
rob_DTL_2_frame52.jpg,rob_DTL_2,P9
rob_DTL_3_frame36.jpg,rob_DTL_3,P9
rob_DTL_3_frame38.jpg,rob_DTL_3,P9
tom_DTL_1_frame52.jpg,tom_DTL_1,P9
tom_DTL_1_frame53.jpg,tom_DTL_1,P9
tom_DTL_1_frame54.jpg,tom_DTL_1,P9
tom_DTL_1_frame55.jpg,tom_DTL_1,P9
tom_DTL_1_frame56.jpg,tom_DTL_1,P9
tom_DTL_1_frame57.jpg,tom_DTL_1,P9
tom_DTL_2_frame42.jpg,tom_DTL_2,P9
tom_DTL_2_frame43.jpg,tom_DTL_2,P9
tom_DTL_2_frame44.jpg,tom_DTL_2,P9
tom_DTL_2_frame45.jpg,tom_DTL_2,P9
